SKP_v1_wild	SKP_v2_wild	score	bit_score	E_value	log_E_value	per_identity
1FC2_B	4HRN_A	0.0	0.0	inf	inf	0.0
1FCC_A	4HRN_A	0.0	0.0	inf	inf	0.0
1FCC_B	4HRN_A	0.0	0.0	inf	inf	0.0
1FFW_A	4HRN_A	20.0	12.3122	705.517	6.5589308673880975	33.33333333333333
1FFW_B	4HRN_A	11.0	8.84543	9378.12	9.146134595472976	66.66666666666666
1FR2_A	4HRN_A	14.0	10.001	4974.31	8.512041946506528	60.0
1FR2_B	4HRN_A	0.0	0.0	inf	inf	0.0
1GC1_A	4HRN_A	21.0	12.6974	491.817	6.198106696081783	30.76923076923077
1GC1_B	4HRN_A	14.0	10.001	3903.01	8.269503329309027	25.0
1GL0_A	4HRN_A	12.0	9.23063	7890.63	8.973431258560991	30.76923076923077
1GL0_B	4HRN_A	0.0	0.0	inf	inf	0.0
1GL1_A	4HRN_A	0.0	0.0	inf	inf	0.0
1GL1_B	4HRN_A	0.0	0.0	inf	inf	0.0
1H9D_A	4HRN_A	14.0	10.001	3677.61	8.210018363652994	29.411764705882355
1H9D_B	4HRN_A	16.0	10.7714	2224.49	7.707282954843769	36.36363636363637
1HE8_A	4HRN_A	27.0	15.0086	106.913	4.6720154196175825	27.450980392156865
1HE8_B	4HRN_A	18.0	11.5418	1433.21	7.267671962799703	45.45454545454545
1IAR_A	4HRN_A	0.0	0.0	inf	inf	0.0
1IAR_B	4HRN_A	0.0	0.0	inf	inf	0.0
1JCK_A	4HRN_A	11.0	8.84543	9123.7	9.118630702548058	66.66666666666666
1JCK_B	4HRN_A	17.0	11.1566	1655.67	7.411961039724913	38.46153846153847
1JTG_A	4HRN_A	18.0	11.5418	1162.86	7.058637766940711	37.5
1JTG_B	4HRN_A	30.0	16.1642	37.3971	3.621593161307145	42.857142857142854
1KAC_A	4HRN_A	14.0	10.001	4558.18	8.424678700030707	29.411764705882355
1KAC_B	4HRN_A	0.0	0.0	inf	inf	0.0
1KTZ_A	4HRN_A	0.0	0.0	inf	inf	0.0
1KTZ_B	4HRN_A	0.0	0.0	inf	inf	0.0
1LFD_A	4HRN_A	11.0	8.84543	10084.3	9.218735037964452	40.0
1LFD_B	4HRN_A	17.0	11.1566	1514.94	7.323131113198816	45.45454545454545
1M9E_A	4HRN_A	25.0	14.2382	161.989	5.087528431692423	25.0
1M9E_B	4HRN_A	0.0	0.0	inf	inf	0.0
1MAH_A	4HRN_A	32.0	16.9346	22.3503	3.1068397437882846	40.0
1MAH_B	4HRN_A	0.0	0.0	inf	inf	0.0
1P69_A	4HRN_A	14.0	10.001	4354.53	8.378971961533795	29.411764705882355
1P69_B	4HRN_A	0.0	0.0	inf	inf	0.0
1P6A_A	4HRN_A	14.0	10.001	4516.71	8.415539131689656	29.411764705882355
1P6A_B	4HRN_A	0.0	0.0	inf	inf	0.0
1PPF_A	4HRN_A	24.0	13.853	257.232	5.549978401420605	25.97402597402597
1PPF_B	4HRN_A	15.0	10.3862	3260.68	8.089691041566157	75.0
1R0R_A	4HRN_A	18.0	11.5418	1395.81	7.241230170907581	38.46153846153847
1R0R_B	4HRN_A	15.0	10.3862	3016.52	8.0118591280594	75.0
1S0W_A	4HRN_A	18.0	11.5418	1206.04	7.095097544232956	37.5
1S0W_B	4HRN_A	27.0	15.0086	85.0745	4.4435273432024935	42.857142857142854
1S1Q_A	4HRN_A	0.0	0.0	inf	inf	0.0
1S1Q_B	4HRN_A	18.0	11.5418	1117.77	7.019090908042805	80.0
1SBB_A	4HRN_A	11.0	8.84543	9123.7	9.118630702548058	66.66666666666666
1SBB_B	4HRN_A	26.0	14.6234	113.16	4.728802746433367	38.88888888888889
1SBN_A	4HRN_A	23.0	13.4678	296.8	5.693058511293225	42.857142857142854
1SBN_B	4HRN_A	0.0	0.0	inf	inf	0.0
1SGD_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
1SGD_B	4HRN_A	15.0	10.3862	3016.52	8.0118591280594	75.0
1SGE_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
1SGE_B	4HRN_A	15.0	10.3862	2986.6	8.001890895623168	75.0
1SGN_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
1SGN_B	4HRN_A	15.0	10.3862	3139.17	8.051713712750455	75.0
1SGP_A	4HRN_A	19.0	11.927	882.683	6.782966132749304	50.0
1SGP_B	4HRN_A	15.0	10.3862	3077.24	8.031788370330402	75.0
1SGQ_A	4HRN_A	19.0	11.927	882.683	6.782966132749304	50.0
1SGQ_B	4HRN_A	15.0	10.3862	3046.73	8.021824163310194	75.0
1SGY_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
1SGY_B	4HRN_A	15.0	10.3862	3016.52	8.0118591280594	75.0
1SIB_A	4HRN_A	23.0	13.4678	296.8	5.693058511293225	42.857142857142854
1SIB_B	4HRN_A	0.0	0.0	inf	inf	0.0
1TM1_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1TM1_B	4HRN_A	0.0	0.0	inf	inf	0.0
1TM3_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1TM3_B	4HRN_A	0.0	0.0	inf	inf	0.0
1TM4_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1TM4_B	4HRN_A	0.0	0.0	inf	inf	0.0
1TM5_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1TM5_B	4HRN_A	0.0	0.0	inf	inf	0.0
1TM7_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1TM7_B	4HRN_A	0.0	0.0	inf	inf	0.0
1TMG_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1TMG_B	4HRN_A	0.0	0.0	inf	inf	0.0
1TO1_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1TO1_B	4HRN_A	0.0	0.0	inf	inf	0.0
1UUZ_A	4HRN_A	0.0	0.0	inf	inf	0.0
1UUZ_B	4HRN_A	39.0	19.631	2.48834	0.9116158214889125	37.5
1X1X_A	4HRN_A	19.0	11.927	826.685	6.717423727664357	50.0
1X1X_B	4HRN_A	0.0	0.0	inf	inf	0.0
1XD3_A	4HRN_A	17.0	11.1566	1716.13	7.447827034754205	66.66666666666666
1XD3_B	4HRN_A	18.0	11.5418	1133.57	7.033127223664956	80.0
1Y1K_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1Y1K_B	4HRN_A	0.0	0.0	inf	inf	0.0
1Y33_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1Y33_B	4HRN_A	0.0	0.0	inf	inf	0.0
1Y34_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1Y34_B	4HRN_A	0.0	0.0	inf	inf	0.0
1Y3B_A	4HRN_A	23.0	13.4678	278.74	5.630279447691364	42.857142857142854
1Y3B_B	4HRN_A	0.0	0.0	inf	inf	0.0
1Z7X_A	4HRN_A	12.0	9.23063	7928.53	8.978222925440337	33.33333333333333
1Z7X_B	4HRN_A	20.0	12.3122	796.053	6.679665766542412	33.33333333333333
2A9K_A	4HRN_A	12.0	9.23063	6707.12	8.810924927694565	42.857142857142854
2A9K_B	4HRN_A	13.0	9.61583	5215.81	8.559449676562664	38.46153846153847
2AJF_A	4HRN_A	37.0	18.8606	5.16619	1.642135472936538	36.666666666666664
2AJF_B	4HRN_A	0.0	0.0	inf	inf	0.0
2B0Z_A	4HRN_A	17.0	11.1566	1586.37	7.3692036662854745	25.0
2B0Z_B	4HRN_A	13.0	9.61583	5614.76	8.633154123605443	100.0
2B10_A	4HRN_A	17.0	11.1566	1586.37	7.3692036662854745	25.0
2B10_B	4HRN_A	19.0	11.927	849.335	6.74445369034541	41.66666666666667
2B11_A	4HRN_A	17.0	11.1566	1586.37	7.3692036662854745	25.0
2B11_B	4HRN_A	13.0	9.61583	5614.76	8.633154123605443	100.0
2B12_A	4HRN_A	17.0	11.1566	1586.37	7.3692036662854745	25.0
2B12_B	4HRN_A	13.0	9.61583	5667.46	8.642496324571159	100.0
2B42_A	4HRN_A	16.0	10.7714	2495.57	7.82227243900714	35.294117647058826
2B42_B	4HRN_A	19.0	11.927	1100.57	7.003583506394807	62.5
2BTF_A	4HRN_A	22.0	13.0826	391.607	5.970258785879636	33.33333333333333
2BTF_B	4HRN_A	19.0	11.927	1109.52	7.01168276834808	22.641509433962266
2FTL_A	4HRN_A	18.0	11.5418	1158.39	7.054786388997506	42.857142857142854
2FTL_B	4HRN_A	0.0	0.0	inf	inf	0.0
2G2U_A	4HRN_A	26.0	14.6234	142.328	4.958134253132474	33.33333333333333
2G2U_B	4HRN_A	30.0	16.1642	37.3971	3.621593161307145	42.857142857142854
2G2W_A	4HRN_A	26.0	14.6234	142.328	4.958134253132474	33.33333333333333
2G2W_B	4HRN_A	0.0	0.0	inf	inf	0.0
2GYK_A	4HRN_A	14.0	10.001	4927.27	8.502540361123678	60.0
2GYK_B	4HRN_A	0.0	0.0	inf	inf	0.0
2HLE_A	4HRN_A	6.0	6.91943	45118.1	10.717038775356215	33.33333333333333
2HLE_B	4HRN_A	0.0	0.0	inf	inf	0.0
2HRK_A	4HRN_A	28.0	15.3938	64.3403	4.16418618452926	55.55555555555556
2HRK_B	4HRN_A	19.0	11.927	1102.53	7.005362817835145	32.0
2I26_A	4HRN_A	0.0	0.0	inf	inf	0.0
2I26_B	4HRN_A	39.0	19.631	2.48834	0.9116158214889125	37.5
2I9B_A	4HRN_A	0.0	0.0	inf	inf	0.0
2I9B_B	4HRN_A	24.0	13.853	260.587	5.562936778565409	62.5
2J0T_A	4HRN_A	0.0	0.0	inf	inf	0.0
2J0T_B	4HRN_A	0.0	0.0	inf	inf	0.0
2J1K_A	4HRN_A	21.0	12.6974	556.313	6.3213310854941644	20.0
2J1K_B	4HRN_A	0.0	0.0	inf	inf	0.0
2NU0_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
2NU0_B	4HRN_A	15.0	10.3862	2986.6	8.001890895623168	75.0
2NU1_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
2NU1_B	4HRN_A	15.0	10.3862	3046.73	8.021824163310194	75.0
2NU2_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
2NU2_B	4HRN_A	15.0	10.3862	2956.98	7.991923756217835	75.0
2NU4_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
2NU4_B	4HRN_A	15.0	10.3862	2956.98	7.991923756217835	75.0
2O3B_A	4HRN_A	13.0	9.61583	6013.26	8.701722309752192	66.66666666666666
2O3B_B	4HRN_A	24.0	13.853	194.134	5.268548642274404	50.0
2OOB_A	4HRN_A	0.0	0.0	inf	inf	0.0
2OOB_B	4HRN_A	18.0	11.5418	1108.19	7.010483332750594	80.0
2PCB_A	4HRN_A	17.0	11.1566	1674.99	7.423562474092091	28.57142857142857
2PCB_B	4HRN_A	20.0	12.3122	800.175	6.684830453745635	35.714285714285715
2PCC_A	4HRN_A	17.0	11.1566	1674.99	7.423562474092091	28.57142857142857
2PCC_B	4HRN_A	13.0	9.61583	5667.46	8.642496324571159	100.0
2SGP_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
2SGP_B	4HRN_A	15.0	10.3862	2986.6	8.001890895623168	75.0
2SGQ_A	4HRN_A	19.0	11.927	899.081	6.801373130524084	50.0
2SGQ_B	4HRN_A	15.0	10.3862	2956.98	7.991923756217835	75.0
2SIC_A	4HRN_A	23.0	13.4678	296.8	5.693058511293225	42.857142857142854
2SIC_B	4HRN_A	24.0	13.853	200.076	5.298697294366322	60.0
2VLN_A	4HRN_A	14.0	10.001	4750.38	8.465979893828857	60.0
2VLN_B	4HRN_A	0.0	0.0	inf	inf	0.0
2VLO_A	4HRN_A	14.0	10.001	4729.22	8.461515563025097	60.0
2VLO_B	4HRN_A	0.0	0.0	inf	inf	0.0
2VLQ_A	4HRN_A	14.0	10.001	4696.49	8.454570700187121	60.0
2VLQ_B	4HRN_A	0.0	0.0	inf	inf	0.0
2WPT_A	4HRN_A	11.0	8.84543	9308.5	9.138683240211952	66.66666666666666
2WPT_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BK3_A	4HRN_A	0.0	0.0	inf	inf	0.0
3BK3_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BP8_A	4HRN_A	20.0	12.3122	786.727	6.667881301325895	37.5
3BP8_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BTD_A	4HRN_A	18.0	11.5418	1158.52	7.0548986074264795	42.857142857142854
3BTD_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BTE_A	4HRN_A	18.0	11.5418	1158.52	7.0548986074264795	42.857142857142854
3BTE_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BTF_A	4HRN_A	18.0	11.5418	1158.52	7.0548986074264795	42.857142857142854
3BTF_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BTG_A	4HRN_A	18.0	11.5418	1158.52	7.0548986074264795	42.857142857142854
3BTG_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BTH_A	4HRN_A	18.0	11.5418	1137.28	7.036394725526232	42.857142857142854
3BTH_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BTM_A	4HRN_A	18.0	11.5418	1158.52	7.0548986074264795	42.857142857142854
3BTM_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BTQ_A	4HRN_A	18.0	11.5418	1158.52	7.0548986074264795	42.857142857142854
3BTQ_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BTT_A	4HRN_A	18.0	11.5418	1158.52	7.0548986074264795	42.857142857142854
3BTT_B	4HRN_A	0.0	0.0	inf	inf	0.0
3BTW_A	4HRN_A	18.0	11.5418	1158.39	7.054786388997506	42.857142857142854
3BTW_B	4HRN_A	0.0	0.0	inf	inf	0.0
3SGB_A	4HRN_A	19.0	11.927	882.683	6.782966132749304	50.0
3SGB_B	4HRN_A	15.0	10.3862	2841.7	7.952157743620088	75.0
4CPA_A	4HRN_A	18.0	11.5418	1360.73	7.215776599429335	41.66666666666667
4CPA_B	4HRN_A	0.0	0.0	inf	inf	0.0
1A22_A	4HRN_D	17.0	11.1566	1041.77	6.948676468582398	37.5
1A22_B	4HRN_D	17.0	11.1566	852.421	6.748080536241969	28.57142857142857
1A4Y_A	4HRN_D	28.0	15.3938	34.5619	3.542751919276535	46.666666666666664
1A4Y_B	4HRN_D	20.0	12.3122	441.285	6.089690925215147	36.36363636363637
1ACB_A	4HRN_D	0.0	0.0	inf	inf	0.0
1ACB_B	4HRN_D	0.0	0.0	inf	inf	0.0
1AK4_A	4HRN_D	30.0	16.1642	17.2173	2.845914692280967	25.0
1AK4_B	4HRN_D	0.0	0.0	inf	inf	0.0
1B2S_A	4HRN_D	0.0	0.0	inf	inf	0.0
1B2S_B	4HRN_D	0.0	0.0	inf	inf	0.0
1B2U_A	4HRN_D	0.0	0.0	inf	inf	0.0
1B2U_B	4HRN_D	0.0	0.0	inf	inf	0.0
1B3S_A	4HRN_D	0.0	0.0	inf	inf	0.0
1B3S_B	4HRN_D	0.0	0.0	inf	inf	0.0
1BRS_A	4HRN_D	0.0	0.0	inf	inf	0.0
1BRS_B	4HRN_D	0.0	0.0	inf	inf	0.0
1CSE_A	4HRN_D	0.0	0.0	inf	inf	0.0
1CSE_B	4HRN_D	0.0	0.0	inf	inf	0.0
1CSO_A	4HRN_D	27.0	15.0086	48.1822	3.8749896582447	66.66666666666666
1CSO_B	4HRN_D	9.0	8.07503	11728.8	9.369802634624055	18.181818181818183
1CT0_A	4HRN_D	27.0	15.0086	48.1822	3.8749896582447	66.66666666666666
1CT0_B	4HRN_D	11.0	8.84543	7402.31	8.909547392641953	28.57142857142857
1CT2_A	4HRN_D	27.0	15.0086	48.1822	3.8749896582447	66.66666666666666
1CT2_B	4HRN_D	11.0	8.84543	7402.31	8.909547392641953	28.57142857142857
1CT4_A	4HRN_D	27.0	15.0086	48.1822	3.8749896582447	66.66666666666666
1CT4_B	4HRN_D	8.0	7.68983	16783.1	9.728127706700723	18.181818181818183
1E96_A	4HRN_D	22.0	13.0826	197.974	5.288135708940898	40.0
1E96_B	4HRN_D	0.0	0.0	inf	inf	0.0
1EAW_A	4HRN_D	21.0	12.6974	284.274	5.649938561784082	28.57142857142857
1EAW_B	4HRN_D	0.0	0.0	inf	inf	0.0
1EFN_A	4HRN_D	0.0	0.0	inf	inf	0.0
1EFN_B	4HRN_D	0.0	0.0	inf	inf	0.0
1EMV_A	4HRN_D	0.0	0.0	inf	inf	0.0
1EMV_B	4HRN_D	0.0	0.0	inf	inf	0.0
1F47_A	4HRN_D	0.0	0.0	inf	inf	0.0
1F47_B	4HRN_D	0.0	0.0	inf	inf	0.0
1FC2_A	4HRN_D	0.0	0.0	inf	inf	0.0
1FC2_B	4HRN_D	28.0	15.3938	28.1893	3.338942473317182	26.923076923076923
1FCC_A	4HRN_D	29.0	15.779	26.8016	3.2884615872272853	26.923076923076923
1FCC_B	4HRN_D	0.0	0.0	inf	inf	0.0
1FFW_A	4HRN_D	0.0	0.0	inf	inf	0.0
1FFW_B	4HRN_D	34.0	17.705	3.06634	1.120484667973911	58.333333333333336
1FR2_A	4HRN_D	0.0	0.0	inf	inf	0.0
1FR2_B	4HRN_D	0.0	0.0	inf	inf	0.0
1GC1_A	4HRN_D	13.0	9.61583	3602.42	8.18936112082627	25.0
1GC1_B	4HRN_D	0.0	0.0	inf	inf	0.0
1GL0_A	4HRN_D	0.0	0.0	inf	inf	0.0
1GL0_B	4HRN_D	9.0	8.07503	13990.5	9.546133806835028	35.714285714285715
1GL1_A	4HRN_D	0.0	0.0	inf	inf	0.0
1GL1_B	4HRN_D	17.0	11.1566	835.738	6.728315166836372	31.25
1H9D_A	4HRN_D	17.0	11.1566	1103.41	7.006160663693764	23.076923076923077
1H9D_B	4HRN_D	14.0	10.001	2149.33	7.6729114446486655	35.714285714285715
1HE8_A	4HRN_D	28.0	15.3938	37.9904	3.6373334962307053	100.0
1HE8_B	4HRN_D	0.0	0.0	inf	inf	0.0
1IAR_A	4HRN_D	0.0	0.0	inf	inf	0.0
1IAR_B	4HRN_D	22.0	13.0826	200.513	5.300879082549975	28.57142857142857
1JCK_A	4HRN_D	0.0	0.0	inf	inf	0.0
1JCK_B	4HRN_D	0.0	0.0	inf	inf	0.0
1JTG_A	4HRN_D	13.0	9.61583	3139.47	8.051809274846779	42.857142857142854
1JTG_B	4HRN_D	0.0	0.0	inf	inf	0.0
1KAC_A	4HRN_D	0.0	0.0	inf	inf	0.0
1KAC_B	4HRN_D	27.0	15.0086	39.335	3.6721147077812057	45.45454545454545
1KTZ_A	4HRN_D	23.0	13.4678	132.046	4.883150346728114	38.88888888888889
1KTZ_B	4HRN_D	16.0	10.7714	1493.25	7.308710231612415	30.76923076923077
1LFD_A	4HRN_D	0.0	0.0	inf	inf	0.0
1LFD_B	4HRN_D	0.0	0.0	inf	inf	0.0
1M9E_A	4HRN_D	30.0	16.1642	17.8948	2.884510167849303	25.0
1M9E_B	4HRN_D	0.0	0.0	inf	inf	0.0
1MAH_A	4HRN_D	33.0	17.3198	7.01976	1.9487290294191075	36.36363636363637
1MAH_B	4HRN_D	10.0	8.46023	9587.54	9.168219617765896	66.66666666666666
1P69_A	4HRN_D	0.0	0.0	inf	inf	0.0
1P69_B	4HRN_D	27.0	15.0086	39.335	3.6721147077812057	45.45454545454545
1P6A_A	4HRN_D	0.0	0.0	inf	inf	0.0
1P6A_B	4HRN_D	27.0	15.0086	39.335	3.6721147077812057	45.45454545454545
1PPF_A	4HRN_D	21.0	12.6974	330.522	5.800673222885716	100.0
1PPF_B	4HRN_D	12.0	9.23063	5349.16	8.584694818217	27.27272727272727
1R0R_A	4HRN_D	0.0	0.0	inf	inf	0.0
1R0R_B	4HRN_D	11.0	8.84543	6054.48	8.708553772860862	27.27272727272727
1S0W_A	4HRN_D	13.0	9.61583	3139.2	8.051723269371044	42.857142857142854
1S0W_B	4HRN_D	0.0	0.0	inf	inf	0.0
1S1Q_A	4HRN_D	0.0	0.0	inf	inf	0.0
1S1Q_B	4HRN_D	0.0	0.0	inf	inf	0.0
1SBB_A	4HRN_D	0.0	0.0	inf	inf	0.0
1SBB_B	4HRN_D	0.0	0.0	inf	inf	0.0
1SBN_A	4HRN_D	21.0	12.6974	259.306	5.55800883149789	26.47058823529412
1SBN_B	4HRN_D	0.0	0.0	inf	inf	0.0
1SGD_A	4HRN_D	27.0	15.0086	47.706	3.8650571761474013	66.66666666666666
1SGD_B	4HRN_D	14.0	10.001	2721.66	7.90899726725397	36.36363636363637
1SGE_A	4HRN_D	27.0	15.0086	47.706	3.8650571761474013	66.66666666666666
1SGE_B	4HRN_D	15.0	10.3862	1827.54	7.510726079209296	29.268292682926827
1SGN_A	4HRN_D	27.0	15.0086	47.706	3.8650571761474013	66.66666666666666
1SGN_B	4HRN_D	11.0	8.84543	7476.97	8.919582908687467	28.57142857142857
1SGP_A	4HRN_D	27.0	15.0086	48.1822	3.8749896582447	66.66666666666666
1SGP_B	4HRN_D	11.0	8.84543	7255.19	8.889472353810653	28.57142857142857
1SGQ_A	4HRN_D	27.0	15.0086	48.1822	3.8749896582447	66.66666666666666
1SGQ_B	4HRN_D	11.0	8.84543	6969.56	8.849307374071833	28.57142857142857
1SGY_A	4HRN_D	27.0	15.0086	47.706	3.8650571761474013	66.66666666666666
1SGY_B	4HRN_D	11.0	8.84543	7039.91	8.859350664979463	22.727272727272727
1SIB_A	4HRN_D	21.0	12.6974	259.306	5.55800883149789	26.47058823529412
1SIB_B	4HRN_D	0.0	0.0	inf	inf	0.0
1TM1_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1TM1_B	4HRN_D	0.0	0.0	inf	inf	0.0
1TM3_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1TM3_B	4HRN_D	0.0	0.0	inf	inf	0.0
1TM4_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1TM4_B	4HRN_D	0.0	0.0	inf	inf	0.0
1TM5_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1TM5_B	4HRN_D	0.0	0.0	inf	inf	0.0
1TM7_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1TM7_B	4HRN_D	0.0	0.0	inf	inf	0.0
1TMG_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1TMG_B	4HRN_D	0.0	0.0	inf	inf	0.0
1TO1_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1TO1_B	4HRN_D	0.0	0.0	inf	inf	0.0
1UUZ_A	4HRN_D	0.0	0.0	inf	inf	0.0
1UUZ_B	4HRN_D	0.0	0.0	inf	inf	0.0
1X1X_A	4HRN_D	0.0	0.0	inf	inf	0.0
1X1X_B	4HRN_D	0.0	0.0	inf	inf	0.0
1XD3_A	4HRN_D	0.0	0.0	inf	inf	0.0
1XD3_B	4HRN_D	0.0	0.0	inf	inf	0.0
1Y1K_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1Y1K_B	4HRN_D	0.0	0.0	inf	inf	0.0
1Y33_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1Y33_B	4HRN_D	0.0	0.0	inf	inf	0.0
1Y34_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1Y34_B	4HRN_D	0.0	0.0	inf	inf	0.0
1Y3B_A	4HRN_D	21.0	12.6974	259.475	5.558660358851353	26.47058823529412
1Y3B_B	4HRN_D	0.0	0.0	inf	inf	0.0
1Z7X_A	4HRN_D	28.0	15.3938	34.5619	3.542751919276535	46.666666666666664
1Z7X_B	4HRN_D	18.0	11.5418	692.168	6.539828700719167	11.76470588235294
2A9K_A	4HRN_D	0.0	0.0	inf	inf	0.0
2A9K_B	4HRN_D	0.0	0.0	inf	inf	0.0
2AJF_A	4HRN_D	34.0	17.705	5.35009	1.6771133831963263	30.0
2AJF_B	4HRN_D	0.0	0.0	inf	inf	0.0
2B0Z_A	4HRN_D	18.0	11.5418	762.826	6.637029958095569	40.0
2B0Z_B	4HRN_D	23.0	13.4678	131.739	4.880822692474765	80.0
2B10_A	4HRN_D	18.0	11.5418	762.826	6.637029958095569	40.0
2B10_B	4HRN_D	23.0	13.4678	126.562	4.840732306675771	80.0
2B11_A	4HRN_D	18.0	11.5418	762.826	6.637029958095569	40.0
2B11_B	4HRN_D	23.0	13.4678	129.125	4.860780927439802	80.0
2B12_A	4HRN_D	18.0	11.5418	762.826	6.637029958095569	40.0
2B12_B	4HRN_D	23.0	13.4678	130.426	4.870806016120773	80.0
2B42_A	4HRN_D	28.0	15.3938	30.9635	3.432809091427566	50.0
2B42_B	4HRN_D	0.0	0.0	inf	inf	0.0
2BTF_A	4HRN_D	29.0	15.779	26.2198	3.2665148505413972	42.857142857142854
2BTF_B	4HRN_D	0.0	0.0	inf	inf	0.0
2FTL_A	4HRN_D	18.0	11.5418	739.584	6.60608786596366	57.14285714285714
2FTL_B	4HRN_D	0.0	0.0	inf	inf	0.0
2G2U_A	4HRN_D	0.0	0.0	inf	inf	0.0
2G2U_B	4HRN_D	0.0	0.0	inf	inf	0.0
2G2W_A	4HRN_D	0.0	0.0	inf	inf	0.0
2G2W_B	4HRN_D	0.0	0.0	inf	inf	0.0
2GYK_A	4HRN_D	0.0	0.0	inf	inf	0.0
2GYK_B	4HRN_D	0.0	0.0	inf	inf	0.0
2HLE_A	4HRN_D	26.0	14.6234	58.2603	4.064920900848618	37.5
2HLE_B	4HRN_D	16.0	10.7714	1377.84	7.228272334527491	60.0
2HRK_A	4HRN_D	0.0	0.0	inf	inf	0.0
2HRK_B	4HRN_D	0.0	0.0	inf	inf	0.0
2I26_A	4HRN_D	15.0	10.3862	1880.69	7.539394009764758	100.0
2I26_B	4HRN_D	0.0	0.0	inf	inf	0.0
2I9B_A	4HRN_D	20.0	12.3122	362.508	5.89304654301673	66.66666666666666
2I9B_B	4HRN_D	28.0	15.3938	30.3077	3.4114018056434716	26.41509433962264
2J0T_A	4HRN_D	0.0	0.0	inf	inf	0.0
2J0T_B	4HRN_D	26.0	14.6234	63.84	4.1563799531415535	50.0
2J1K_A	4HRN_D	19.0	11.927	537.346	6.286642207321613	33.33333333333333
2J1K_B	4HRN_D	27.0	15.0086	39.0583	3.665055401715931	45.45454545454545
2NU0_A	4HRN_D	27.0	15.0086	47.706	3.8650571761474013	66.66666666666666
2NU0_B	4HRN_D	11.0	8.84543	7182.72	8.879433420387837	22.727272727272727
2NU1_A	4HRN_D	27.0	15.0086	47.706	3.8650571761474013	66.66666666666666
2NU1_B	4HRN_D	11.0	8.84543	7039.91	8.859350664979463	22.727272727272727
2NU2_A	4HRN_D	27.0	15.0086	47.706	3.8650571761474013	66.66666666666666
2NU2_B	4HRN_D	11.0	8.84543	7110.96	8.869392534779806	22.727272727272727
2NU4_A	4HRN_D	27.0	15.0086	47.706	3.8650571761474013	66.66666666666666
2NU4_B	4HRN_D	11.0	8.84543	7628.52	8.939649134297214	28.57142857142857
2O3B_A	4HRN_D	19.0	11.927	545.521	6.301741301324077	50.0
2O3B_B	4HRN_D	14.0	10.001	2805.14	7.939208727584731	50.0
2OOB_A	4HRN_D	0.0	0.0	inf	inf	0.0
2OOB_B	4HRN_D	0.0	0.0	inf	inf	0.0
2PCB_A	4HRN_D	18.0	11.5418	762.826	6.637029958095569	40.0
2PCB_B	4HRN_D	14.0	10.001	2729.36	7.911822428461042	50.0
2PCC_A	4HRN_D	18.0	11.5418	762.826	6.637029958095569	40.0
